0.158219,0.214052,3.55768,2.37862
0.214803,0.167552,3.98705,1.91269
0.181722,0.166006,3.31133,2.79183
0.166296,0.179062,2.95007,2.80342
0.183143,0.160226,2.70706,2.75044
0.192056,0.154103,2.48474,2.59687
0.183632,0.144908,2.30051,2.40717
0.173731,0.138141,2.15193,2.25188
0.16482,0.130338,2.02887,2.12495
0.157439,0.123902,1.925,2.01651
0.150635,0.11895,1.83584,1.92667
0.145536,0.113904,1.75837,1.845
0.13991,0.112463,1.69208,1.77743
0.134821,0.108606,1.63058,1.71286
0.130272,0.105251,1.57684,1.65485
0.126138,0.101911,1.52798,1.60327
0.12268,0.103538,1.48299,1.56248
0.119244,0.105546,1.44139,1.52412
0.116257,0.102935,1.40321,1.48358
0.113635,0.100833,1.36946,1.44913
0.111721,0.104476,1.33665,1.4214
0.109323,0.127511,1.3077,1.40722
0.107433,0.127339,1.27925,1.37892
0.105188,0.125827,1.25444,1.35153
0.103099,0.123728,1.23032,1.3258
0.101206,0.123083,1.20788,1.30395
0.100254,0.121067,1.18897,1.28178
0.101835,0.124228,1.1707,1.26751
0.103775,0.124833,1.15307,1.25179
0.104128,0.128379,1.13524,1.23991
0.105307,0.126574,1.11867,1.22313
0.105193,0.125491,1.10147,1.20544
0.10714,0.125089,1.08536,1.18932
0.109656,0.123926,1.07031,1.17584
0.112277,0.122456,1.0561,1.16821
0.112507,0.121286,1.0414,1.15789
0.113627,0.121924,1.02886,1.15529
0.116038,0.127935,1.01704,1.15871
0.12039,0.156298,1.007,1.17737
0.124091,0.172931,0.999518,1.18353
0.125528,0.179683,0.98965,1.18241
0.128995,0.1933,0.98464,1.18387
0.129727,0.19597,0.976457,1.17769
0.130815,0.205177,0.968101,1.17812
0.130356,0.207728,0.958103,1.1742
0.129048,0.206949,0.948227,1.16669
0.132333,0.219505,0.943793,1.17026
0.138193,0.233426,0.946997,1.17007
0.145626,0.247957,0.946885,1.17203
0.153165,0.259255,0.947524,1.17046
0.160463,0.268537,0.952244,1.16493
0.164569,0.270574,0.951604,1.15635
0.174291,0.279233,0.951695,1.15408
0.179002,0.279861,0.949324,1.14569
0.182804,0.278832,0.944871,1.1373
0.184968,0.27688,0.93809,1.12956
0.184689,0.274461,0.93211,1.11973
0.186204,0.27252,0.929807,1.11047
0.196289,0.27271,0.939232,1.10154
0.20562,0.274086,0.939614,1.0957
0.213858,0.275751,0.936143,1.09211
0.219684,0.277672,0.932449,1.08685
0.222626,0.278326,0.928309,1.07941
0.227106,0.279658,0.926402,1.07152
0.228598,0.279271,0.921398,1.06356
0.230741,0.279312,0.916413,1.05611
0.232017,0.279164,0.910624,1.04893
0.241242,0.282766,0.909285,1.04276
0.252286,0.287504,0.909879,1.03565
0.259539,0.290549,0.906747,1.02849
0.264999,0.292609,0.902144,1.02134
0.264575,0.29181,0.895861,1.0145
0.263962,0.29059,0.889735,1.00863
0.262178,0.288772,0.884406,1.00271
0.260539,0.286851,0.879576,0.997379
0.258885,0.285017,0.873943,0.992034
0.257405,0.283171,0.86973,0.986095
0.255997,0.281376,0.865512,0.979981
0.254648,0.279681,0.861453,0.973801
0.253271,0.278165,0.857334,0.9677
0.251899,0.276692,0.853674,0.961931
0.25336,0.275002,0.853598,0.956071
0.25351,0.273442,0.851895,0.950488
0.255671,0.271889,0.851878,0.944822
0.25434,0.27064,0.84749,0.939537
0.253637,0.269394,0.843947,0.935123
0.252236,0.268166,0.839824,0.929769
0.256638,0.266648,0.842723,0.924796
0.256685,0.265244,0.840373,0.920913
0.260384,0.263786,0.841806,0.917572
0.262392,0.262333,0.841347,0.912541
0.261543,0.260905,0.837894,0.907783
0.266656,0.259537,0.840673,0.903676
0.271392,0.258201,0.842333,0.898912
0.27342,0.256841,0.841097,0.894211
0.278277,0.255577,0.842209,0.890058
0.281806,0.254533,0.841838,0.885919
0.286501,0.253561,0.842482,0.881398
0.288595,0.252726,0.840648,0.877
0.288311,0.251912,0.837043,0.872881
0.289284,0.251182,0.834915,0.868576
0.295304,0.250164,0.837796,0.86446
0.29767,0.249075,0.836274,0.860259
0.299043,0.247976,0.833649,0.856401
0.299031,0.246896,0.83018,0.852515
0.297654,0.245749,0.826573,0.84849
0.296372,0.244601,0.822797,0.84452
0.295094,0.243477,0.819069,0.840908
0.293764,0.242422,0.815309,0.837288
0.292563,0.241536,0.811979,0.83432
0.291248,0.240892,0.808466,0.831071
0.290362,0.23997,0.804874,0.827374
0.289086,0.239308,0.801833,0.823784
0.287898,0.238615,0.799475,0.820163
0.286693,0.237707,0.796179,0.816695
0.285645,0.236695,0.792741,0.813172
0.284445,0.235689,0.790069,0.809693
0.283265,0.234704,0.786795,0.806265
0.282122,0.233716,0.784019,0.80289
0.281056,0.232752,0.781062,0.799704
0.280109,0.232715,0.777978,0.796969
0.278962,0.232069,0.774795,0.7937
0.278,0.231201,0.772489,0.790479
0.277484,0.230268,0.77085,0.787457
0.277462,0.229399,0.769325,0.784681
0.277181,0.22849,0.76765,0.781579
0.276199,0.227781,0.764694,0.778686
0.2752,0.226893,0.761785,0.775644
0.274134,0.226029,0.759912,0.772658
0.273101,0.225161,0.757672,0.769696
0.27231,0.224711,0.756317,0.767098
0.271417,0.223934,0.753551,0.764239
