0.158219,0.214052,3.55768,2.37862
0.131777,0.162405,4.15906,3.03082
0.113333,0.161305,3.7183,2.83378
0.10333,0.153959,3.22366,2.58401
0.0960873,0.137769,2.90263,2.36873
0.0880435,0.126458,2.6682,2.20926
0.0824982,0.119317,2.4747,2.07473
0.0772481,0.115903,2.32111,1.96625
0.0735568,0.113169,2.19389,1.86634
0.0769398,0.112272,2.08996,1.78255
0.0785199,0.110449,1.99565,1.70443
0.0796746,0.111084,1.9129,1.63612
0.0775968,0.106844,1.8379,1.57243
0.0756285,0.103448,1.77109,1.51532
0.0732808,0.100605,1.7111,1.46407
0.0710008,0.0989467,1.65679,1.41758
0.0688904,0.0962268,1.60733,1.37599
0.0669568,0.0940169,1.56204,1.34112
0.0651725,0.091613,1.52048,1.30709
0.0642964,0.0915183,1.4824,1.27955
0.0635286,0.0927415,1.44701,1.2546
0.0628816,0.0921759,1.41399,1.2284
0.061877,0.0904313,1.38328,1.20203
0.0615648,0.0892843,1.35466,1.17801
0.0623266,0.0898465,1.3286,1.15701
0.0622217,0.0883515,1.30354,1.13495
0.0617763,0.0868519,1.27919,1.11374
0.0606632,0.0853221,1.25632,1.09378
0.059646,0.0839196,1.23486,1.07481
0.0591526,0.0826182,1.21476,1.05757
0.0587032,0.0815343,1.19565,1.04155
0.0583041,0.080295,1.17732,1.02541
0.0582395,0.0793978,1.15963,1.01148
0.0580538,0.0785834,1.14266,0.998251
0.0574357,0.0780841,1.12629,0.986054
0.0567456,0.0781665,1.11058,0.975114
0.0560455,0.0772469,1.09562,0.962914
0.0553417,0.0767438,1.08123,0.952016
0.0546783,0.0770128,1.06792,0.94317
0.0541892,0.0764672,1.05513,0.933333
0.0536797,0.0769457,1.04219,0.924949
0.0530372,0.079535,1.02982,0.919203
0.05248,0.0860342,1.01845,0.91701
0.0526361,0.0885301,1.00781,0.910872
0.052516,0.0892314,0.996853,0.903188
0.0519786,0.089506,0.98607,0.895317
0.0517868,0.089708,0.9765,0.887539
0.0517501,0.0910075,0.967332,0.881347
0.051681,0.0923574,0.958285,0.875467
0.0511692,0.0921676,0.949044,0.868029
0.0507636,0.0923954,0.940303,0.861521
0.0504852,0.0919054,0.931892,0.854389
0.0508388,0.0913162,0.924866,0.847343
0.0518325,0.0905745,0.918308,0.840359
0.0534662,0.0903516,0.911489,0.835032
0.0547664,0.0896193,0.904648,0.828771
0.0563314,0.0889369,0.897955,0.823044
0.0572291,0.0882169,0.891151,0.816585
0.0576036,0.0874763,0.884074,0.811244
